Complex ID,Name,Address,City,County,Owner,Owner Type,Units,Tenants,Priority Score,Accessibility,Assessed Value,Year Built
complex_clark_211193,Henderson Apartment Complex - Main St,6507 Main St, Henderson, NV,Henderson,Clark County,Las Vegas Rental Management Inc 11194,corporate,299,657,8.5,8.5,2382839.0,2021
complex_clark_213040,Henderson Apartment Complex - Central Ave,5185 Central Ave, Henderson, NV,Henderson,Clark County,Nevada Investment Properties Corp 13041,corporate,299,657,8.5,8.5,1137513.0,2003
complex_clark_217721,Henderson Apartment Complex - Oak Dr,7106 Oak Dr, Henderson, NV,Henderson,Clark County,Las Vegas Rental Management LP 17722,corporate,299,657,8.5,8.5,1634381.0,1998
complex_clark_217790,Las Vegas Apartment Complex - Elm Ave,1545 Elm Ave, Las Vegas, NV,Las Vegas,Clark County,Clark Housing Corp 17791,corporate,299,657,8.5,8.5,2710378.0,1995
complex_clark_222731,Las Vegas Apartment Complex - Central Ave,2930 Central Ave, Las Vegas, NV,Las Vegas,Clark County,Las Vegas Apartment Group LP 22732,corporate,299,657,8.5,8.5,4616912.0,1998
complex_clark_222832,Boulder City Apartment Complex - Pine St,1609 Pine St, Boulder City, NV,Boulder City,Clark County,Clark Property Holdings Corp 22833,corporate,299,657,8.5,7.0,4616173.0,1982
complex_clark_223611,Henderson Apartment Complex - Main St,5738 Main St, Henderson, NV,Henderson,Clark County,Clark Property Holdings Inc 23612,corporate,299,657,8.5,8.5,4093891.0,1992
complex_clark_223612,Boulder City Apartment Complex - Central Ave,6866 Central Ave, Boulder City, NV,Boulder City,Clark County,Las Vegas Rental Management Corp 23613,corporate,299,657,8.5,7.0,2312089.0,1997
complex_clark_223677,Las Vegas Apartment Complex - Park Blvd,5876 Park Blvd, Las Vegas, NV,Las Vegas,Clark County,Clark Property Holdings Inc 23678,corporate,299,657,8.5,8.5,3544744.0,2017
complex_clark_227564,Boulder City Apartment Complex - Central Ave,963 Central Ave, Boulder City, NV,Boulder City,Clark County,Clark Housing LLC 27565,corporate,299,657,8.5,7.0,3057700.0,1990
complex_clark_228127,Boulder City Apartment Complex - Park Blvd,1098 Park Blvd, Boulder City, NV,Boulder City,Clark County,Clark Property Holdings LP 28128,corporate,299,657,8.5,7.0,2987016.0,2000
complex_clark_230347,Boulder City Apartment Complex - Elm Ave,3416 Elm Ave, Boulder City, NV,Boulder City,Clark County,Las Vegas Rental Management Corp 30348,corporate,299,657,8.5,7.0,3956015.0,2022
complex_clark_231237,Henderson Apartment Complex - Oak Dr,9921 Oak Dr, Henderson, NV,Henderson,Clark County,Las Vegas Real Estate Corp 31238,corporate,299,657,8.5,8.5,1007820.0,2023
complex_clark_231563,Henderson Apartment Complex - Oak Dr,7402 Oak Dr, Henderson, NV,Henderson,Clark County,Las Vegas Real Estate LLC 31564,corporate,299,657,8.5,8.5,2276333.0,2002
complex_clark_233069,Boulder City Apartment Complex - Elm Ave,8688 Elm Ave, Boulder City, NV,Boulder City,Clark County,Las Vegas Apartment Group LLC 33070,corporate,299,657,8.5,7.0,3240425.0,1970
complex_clark_233585,Boulder City Apartment Complex - Central Ave,7102 Central Ave, Boulder City, NV,Boulder City,Clark County,Clark Housing LP 33586,corporate,299,657,8.5,7.0,2033253.0,1972
complex_clark_234423,North Las Vegas Apartment Complex - Central Ave,2390 Central Ave, North Las Vegas, NV,North Las Vegas,Clark County,Clark Housing Inc 34424,corporate,299,657,8.5,8.5,3479996.0,2023
complex_clark_236721,Boulder City Apartment Complex - Oak Dr,5314 Oak Dr, Boulder City, NV,Boulder City,Clark County,Las Vegas Real Estate Inc 36722,corporate,299,657,8.5,7.0,4500061.0,1990
complex_clark_239913,North Las Vegas Apartment Complex - Oak Dr,3703 Oak Dr, North Las Vegas, NV,North Las Vegas,Clark County,Clark Housing LP 39914,corporate,299,657,8.5,8.5,2294776.0,2015
complex_clark_240747,North Las Vegas Apartment Complex - First St,5960 First St, North Las Vegas, NV,North Las Vegas,Clark County,Clark Housing Inc 40748,corporate,299,657,8.5,8.5,2910110.0,2002
complex_clark_241785,Henderson Apartment Complex - Elm Ave,6305 Elm Ave, Henderson, NV,Henderson,Clark County,Las Vegas Real Estate Inc 41786,corporate,299,657,8.5,8.5,3489113.0,1977
complex_clark_242178,Henderson Apartment Complex - Central Ave,211 Central Ave, Henderson, NV,Henderson,Clark County,Clark Housing Corp 42179,corporate,299,657,8.5,8.5,4395751.0,1996
complex_clark_242268,Boulder City Apartment Complex - Pine St,5505 Pine St, Boulder City, NV,Boulder City,Clark County,Silver State Properties LP 42269,corporate,299,657,8.5,7.0,3143047.0,2006
complex_clark_242625,North Las Vegas Apartment Complex - Elm Ave,159 Elm Ave, North Las Vegas, NV,North Las Vegas,Clark County,Las Vegas Real Estate Inc 42626,corporate,299,657,8.5,8.5,1901876.0,2018
complex_clark_242899,Las Vegas Apartment Complex - Pine St,458 Pine St, Las Vegas, NV,Las Vegas,Clark County,Las Vegas Rental Management Corp 42900,corporate,299,657,8.5,8.5,2490868.0,1980
complex_clark_243773,North Las Vegas Apartment Complex - Oak Dr,8810 Oak Dr, North Las Vegas, NV,North Las Vegas,Clark County,Las Vegas Real Estate LLC 43774,corporate,299,657,8.5,8.5,3889621.0,2021
complex_clark_244361,Boulder City Apartment Complex - First St,5381 First St, Boulder City, NV,Boulder City,Clark County,Silver State Properties Inc 44362,corporate,299,657,8.5,7.0,2754344.0,2001
complex_clark_244625,Boulder City Apartment Complex - Elm Ave,2791 Elm Ave, Boulder City, NV,Boulder City,Clark County,Clark Property Holdings Corp 44626,corporate,299,657,8.5,7.0,1635899.0,2024
complex_clark_245122,Boulder City Apartment Complex - Elm Ave,849 Elm Ave, Boulder City, NV,Boulder City,Clark County,Las Vegas Real Estate LLC 45123,corporate,299,657,8.5,7.0,1950787.0,1972
complex_clark_245436,Las Vegas Apartment Complex - First St,7383 First St, Las Vegas, NV,Las Vegas,Clark County,Las Vegas Real Estate Corp 45437,corporate,299,657,8.5,8.5,1069785.0,1999
complex_clark_245842,North Las Vegas Apartment Complex - Main St,4135 Main St, North Las Vegas, NV,North Las Vegas,Clark County,Las Vegas Rental Management LP 45843,corporate,299,657,8.5,8.5,1299120.0,1973
complex_clark_246873,Las Vegas Apartment Complex - Park Blvd,6470 Park Blvd, Las Vegas, NV,Las Vegas,Clark County,Clark Property Holdings Corp 46874,corporate,299,657,8.5,8.5,1670474.0,1998
complex_clark_246993,Henderson Apartment Complex - Main St,900 Main St, Henderson, NV,Henderson,Clark County,Las Vegas Real Estate LLC 46994,corporate,299,657,8.5,8.5,4838875.0,2013
complex_clark_249847,North Las Vegas Apartment Complex - Oak Dr,9445 Oak Dr, North Las Vegas, NV,North Las Vegas,Clark County,Las Vegas Real Estate LP 49848,corporate,299,657,8.5,8.5,2520194.0,1981
complex_clark_250203,North Las Vegas Apartment Complex - First St,9550 First St, North Las Vegas, NV,North Las Vegas,Clark County,Las Vegas Real Estate Corp 50204,corporate,299,657,8.5,8.5,4546395.0,1995
complex_clark_250459,Boulder City Apartment Complex - Elm Ave,8641 Elm Ave, Boulder City, NV,Boulder City,Clark County,Clark Property Holdings Inc 50460,corporate,299,657,8.5,7.0,4340721.0,1994
complex_clark_251792,Las Vegas Apartment Complex - Main St,5627 Main St, Las Vegas, NV,Las Vegas,Clark County,Clark Property Holdings Corp 51793,corporate,299,657,8.5,8.5,3577460.0,2009
complex_clark_252743,Las Vegas Apartment Complex - Main St,4652 Main St, Las Vegas, NV,Las Vegas,Clark County,Las Vegas Apartment Group Inc 52744,corporate,299,657,8.5,8.5,3369769.0,1974
complex_clark_254759,Boulder City Apartment Complex - Elm Ave,9746 Elm Ave, Boulder City, NV,Boulder City,Clark County,Nevada Investment Properties Inc 54760,corporate,299,657,8.5,7.0,1270472.0,2015
complex_clark_254791,Henderson Apartment Complex - Oak Dr,1275 Oak Dr, Henderson, NV,Henderson,Clark County,Las Vegas Rental Management Corp 54792,corporate,299,657,8.5,8.5,3967170.0,2015
complex_clark_255650,Henderson Apartment Complex - Park Blvd,5380 Park Blvd, Henderson, NV,Henderson,Clark County,Las Vegas Real Estate Corp 55651,corporate,299,657,8.5,8.5,1921447.0,2009
complex_clark_255875,Las Vegas Apartment Complex - First St,3627 First St, Las Vegas, NV,Las Vegas,Clark County,Nevada Investment Properties Corp 55876,corporate,299,657,8.5,8.5,2047349.0,1982
complex_clark_256129,North Las Vegas Apartment Complex - Oak Dr,7844 Oak Dr, North Las Vegas, NV,North Las Vegas,Clark County,Nevada Investment Properties LP 56130,corporate,299,657,8.5,8.5,4173486.0,2024
complex_clark_259023,Henderson Apartment Complex - Oak Dr,2491 Oak Dr, Henderson, NV,Henderson,Clark County,Clark Property Holdings Corp 59024,corporate,299,657,8.5,8.5,1452769.0,2014
complex_washoe_200096,Sparks Apartment Complex - Oak Dr,4753 Oak Dr, Sparks, NV,Sparks,Washoe County,Washoe Housing Inc 97,corporate,299,657,8.5,8.0,3833115.0,1991
complex_washoe_201468,Sparks Apartment Complex - Pine St,4598 Pine St, Sparks, NV,Sparks,Washoe County,Reno Real Estate Inc 1469,corporate,299,657,8.5,8.0,4309954.0,1975
complex_washoe_203311,Reno Apartment Complex - Pine St,4637 Pine St, Reno, NV,Reno,Washoe County,Reno Apartment Group Corp 3312,corporate,299,657,8.5,8.0,3330928.0,1974
complex_washoe_203701,Reno Apartment Complex - First St,6805 First St, Reno, NV,Reno,Washoe County,Nevada Investment Properties Inc 3702,corporate,299,657,8.5,8.0,3544765.0,2016
complex_washoe_204470,Reno Apartment Complex - Oak Dr,284 Oak Dr, Reno, NV,Reno,Washoe County,Reno Real Estate Corp 4471,corporate,299,657,8.5,8.0,4373420.0,2024
complex_washoe_204998,Reno Apartment Complex - Park Blvd,2895 Park Blvd, Reno, NV,Reno,Washoe County,Washoe Property Holdings LLC 4999,corporate,299,657,8.5,8.0,1584202.0,2006
complex_washoe_205224,Sparks Apartment Complex - Main St,6630 Main St, Sparks, NV,Sparks,Washoe County,Washoe Property Holdings Inc 5225,corporate,299,657,8.5,8.0,4312903.0,1978
complex_washoe_208960,Sparks Apartment Complex - Elm Ave,593 Elm Ave, Sparks, NV,Sparks,Washoe County,Reno Apartment Group Corp 8961,corporate,299,657,8.5,8.0,4456854.0,1971
complex_washoe_209962,Sparks Apartment Complex - Park Blvd,1396 Park Blvd, Sparks, NV,Sparks,Washoe County,Nevada Investment Properties LP 9963,corporate,299,657,8.5,8.0,3213124.0,1984
complex_washoe_210507,Reno Apartment Complex - Park Blvd,6438 Park Blvd, Reno, NV,Reno,Washoe County,Washoe Housing Corp 10508,corporate,299,657,8.5,8.0,3828461.0,1976
complex_washoe_214222,Reno Apartment Complex - First St,8186 First St, Reno, NV,Reno,Washoe County,Washoe Property Holdings Corp 14223,corporate,299,657,8.5,8.0,2781094.0,1976
complex_washoe_215160,Sparks Apartment Complex - Central Ave,3819 Central Ave, Sparks, NV,Sparks,Washoe County,Washoe Housing LLC 15161,corporate,299,657,8.5,8.0,3205563.0,2023
complex_washoe_215279,Sparks Apartment Complex - Oak Dr,1539 Oak Dr, Sparks, NV,Sparks,Washoe County,Silver State Properties Corp 15280,corporate,299,657,8.5,8.0,3373586.0,1991
complex_washoe_216362,Sparks Apartment Complex - Main St,640 Main St, Sparks, NV,Sparks,Washoe County,Nevada Investment Properties Inc 16363,corporate,299,657,8.5,8.0,4281470.0,1978
complex_washoe_216987,Reno Apartment Complex - Elm Ave,7639 Elm Ave, Reno, NV,Reno,Washoe County,Reno Rental Management Corp 16988,corporate,299,657,8.5,8.0,4527290.0,1994
complex_clark_202595,Boulder City Apartment Complex - Pine St,4619 Pine St, Boulder City, NV,Boulder City,Clark County,Las Vegas Real Estate LLC 2596,corporate,298,655,8.5,7.0,1674787.0,1991
complex_clark_203033,Las Vegas Apartment Complex - Central Ave,2413 Central Ave, Las Vegas, NV,Las Vegas,Clark County,Las Vegas Real Estate Corp 3034,corporate,298,655,8.5,8.5,2541679.0,2010
complex_clark_204886,Boulder City Apartment Complex - Elm Ave,7341 Elm Ave, Boulder City, NV,Boulder City,Clark County,Las Vegas Rental Management LLC 4887,corporate,298,655,8.5,7.0,1926657.0,1998
complex_clark_205153,Las Vegas Apartment Complex - Park Blvd,1969 Park Blvd, Las Vegas, NV,Las Vegas,Clark County,Las Vegas Apartment Group LLC 5154,corporate,298,655,8.5,8.5,1602714.0,1992
complex_clark_206016,Boulder City Apartment Complex - Park Blvd,3727 Park Blvd, Boulder City, NV,Boulder City,Clark County,Clark Housing Corp 6017,corporate,298,655,8.5,7.0,1473739.0,1995
complex_clark_206461,North Las Vegas Apartment Complex - Oak Dr,2273 Oak Dr, North Las Vegas, NV,North Las Vegas,Clark County,Las Vegas Rental Management LLC 6462,corporate,298,655,8.5,8.5,2992511.0,1973
complex_clark_207561,Las Vegas Apartment Complex - Pine St,9673 Pine St, Las Vegas, NV,Las Vegas,Clark County,Clark Property Holdings LLC 7562,corporate,298,655,8.5,8.5,4968029.0,1980
complex_clark_208397,Boulder City Apartment Complex - Main St,653 Main St, Boulder City, NV,Boulder City,Clark County,Silver State Properties Corp 8398,corporate,298,655,8.5,7.0,2622095.0,2010
complex_clark_209961,North Las Vegas Apartment Complex - Oak Dr,2848 Oak Dr, North Las Vegas, NV,North Las Vegas,Clark County,Silver State Properties Corp 9962,corporate,298,655,8.5,8.5,4664529.0,1976
complex_clark_210828,North Las Vegas Apartment Complex - Oak Dr,2692 Oak Dr, North Las Vegas, NV,North Las Vegas,Clark County,Las Vegas Apartment Group LLC 10829,corporate,298,655,8.5,8.5,4662703.0,2024
complex_clark_212279,North Las Vegas Apartment Complex - Pine St,7595 Pine St, North Las Vegas, NV,North Las Vegas,Clark County,Las Vegas Rental Management Corp 12280,corporate,298,655,8.5,8.5,4603853.0,1979
complex_clark_213487,Boulder City Apartment Complex - Central Ave,7663 Central Ave, Boulder City, NV,Boulder City,Clark County,Nevada Investment Properties Inc 13488,corporate,298,655,8.5,7.0,4958509.0,1988
complex_clark_213502,Henderson Apartment Complex - Oak Dr,4658 Oak Dr, Henderson, NV,Henderson,Clark County,Nevada Investment Properties LLC 13503,corporate,298,655,8.5,8.5,3410879.0,1989
complex_clark_218953,Henderson Apartment Complex - Park Blvd,341 Park Blvd, Henderson, NV,Henderson,Clark County,Las Vegas Apartment Group Corp 18954,corporate,298,655,8.5,8.5,1061888.0,1996
complex_clark_220134,Boulder City Apartment Complex - Oak Dr,3477 Oak Dr, Boulder City, NV,Boulder City,Clark County,Clark Housing Corp 20135,corporate,298,655,8.5,7.0,3296515.0,2009
complex_clark_220653,North Las Vegas Apartment Complex - Park Blvd,9394 Park Blvd, North Las Vegas, NV,North Las Vegas,Clark County,Nevada Investment Properties Inc 20654,corporate,298,655,8.5,8.5,2535172.0,2024
complex_clark_220836,North Las Vegas Apartment Complex - Oak Dr,2651 Oak Dr, North Las Vegas, NV,North Las Vegas,Clark County,Las Vegas Real Estate LP 20837,corporate,298,655,8.5,8.5,1088033.0,1988
complex_clark_223773,Las Vegas Apartment Complex - Central Ave,8191 Central Ave, Las Vegas, NV,Las Vegas,Clark County,Clark Housing LP 23774,corporate,298,655,8.5,8.5,3443871.0,1990
complex_clark_226915,North Las Vegas Apartment Complex - Main St,1138 Main St, North Las Vegas, NV,North Las Vegas,Clark County,Las Vegas Real Estate LLC 26916,corporate,298,655,8.5,8.5,4846949.0,1995
complex_clark_227001,North Las Vegas Apartment Complex - Main St,5399 Main St, North Las Vegas, NV,North Las Vegas,Clark County,Las Vegas Apartment Group Inc 27002,corporate,298,655,8.5,8.5,3370987.0,1989
complex_clark_232098,Boulder City Apartment Complex - Park Blvd,7446 Park Blvd, Boulder City, NV,Boulder City,Clark County,Las Vegas Rental Management Corp 32099,corporate,298,655,8.5,7.0,4116122.0,1996
complex_clark_233304,Henderson Apartment Complex - Pine St,8727 Pine St, Henderson, NV,Henderson,Clark County,Clark Housing LLC 33305,corporate,298,655,8.5,8.5,2543055.0,2012
complex_clark_233896,Henderson Apartment Complex - Pine St,1313 Pine St, Henderson, NV,Henderson,Clark County,Clark Property Holdings LP 33897,corporate,298,655,8.5,8.5,2033890.0,2013
complex_clark_234230,Las Vegas Apartment Complex - Park Blvd,413 Park Blvd, Las Vegas, NV,Las Vegas,Clark County,Las Vegas Real Estate LLC 34231,corporate,298,655,8.5,8.5,2114207.0,1991
complex_clark_237680,Boulder City Apartment Complex - Main St,2033 Main St, Boulder City, NV,Boulder City,Clark County,Nevada Investment Properties LLC 37681,corporate,298,655,8.5,7.0,4123126.0,2016
complex_clark_238908,Henderson Apartment Complex - Main St,9540 Main St, Henderson, NV,Henderson,Clark County,Las Vegas Real Estate LLC 38909,corporate,298,655,8.5,8.5,3051645.0,1971
complex_clark_239814,Boulder City Apartment Complex - Central Ave,6955 Central Ave, Boulder City, NV,Boulder City,Clark County,Nevada Investment Properties LLC 39815,corporate,298,655,8.5,7.0,3409645.0,1994
complex_clark_240521,North Las Vegas Apartment Complex - First St,1006 First St, North Las Vegas, NV,North Las Vegas,Clark County,Las Vegas Apartment Group LP 40522,corporate,298,655,8.5,8.5,1765598.0,2020
complex_clark_241739,North Las Vegas Apartment Complex - Central Ave,9282 Central Ave, North Las Vegas, NV,North Las Vegas,Clark County,Nevada Investment Properties Inc 41740,corporate,298,655,8.5,8.5,2258863.0,1986
complex_clark_241985,North Las Vegas Apartment Complex - Elm Ave,6974 Elm Ave, North Las Vegas, NV,North Las Vegas,Clark County,Las Vegas Real Estate Inc 41986,corporate,298,655,8.5,8.5,3839400.0,1985
